	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
105	122	Looking from Guglie Bridge down the Rio Tera San Leonardo, a backstreet in Cannaregio one of the six sestieri of Venice in Veneto, Italy	175	en	Criteria i	Criteria ii	Criteria vi	0.3624486029148102	0.7550459951162338	Criteria i	Criteria iv	Criteria vi	0.42383164	0.8293231	True	0.5	0.869082056259907
106	123	Cannaregio is the northernmost of the six historic sestieri (districts) of Venice	175	en	Criteria iv	Criteria iii	Criteria x	0.2204819023609161	0.5390408560633659	Criteria iv	Criteria ii	Criteria vi	0.8047531	0.9122523	True	0.2	0.6448343672976715
107	124	It is the second largest sestiere by land area and the largest by population, with 13,169 people as of 2007	175	en	Criteria vii	Criteria x	Criteria viii	0.4377069473266601	0.8876481056213379	Criteria x	Criteria ix	Criteria v	0.6850644	0.8081804	False	0.2	0.6025448460910242
108	125	Isola di San Michele, the historic cemetery island, is associated with the district	175	en	Criteria vi	Criteria iii	Criteria iv	0.4077343046665191	0.8236451148986816	Criteria iv	Criteria ii	Criteria vi	0.7824454	0.9276712	False	0.5	0.44558340342873026
109	126	The Cannaregio Canal, which was the main route into the city until the construction of a railway link to the mainland, gave the district its name (Canal Regio is Italian for Royal Canal)	175	en	Criteria ii	Criteria iv	Criteria i	0.3700032234191894	0.8547279089689255	Criteria iv	Criteria ii	Criteria i	0.783037	0.9332065	False	1.0	0.6931580982486147
110	127	Development began in the eleventh century as the area was drained and parallel canals were dredged	175	en	Criteria iv	Criteria ii	Criteria iii	0.368754893541336	0.7745628952980042	Criteria iv	Criteria ii	Criteria i	0.6814503	0.90295744	True	0.5	0.8784824610853862
111	128	Although elegant palazzos were built facing the Grand Canal, the area grew primarily with working class housing and manufacturing	175	en	Criteria iv	Criteria ii	Criteria i	0.6493576765060425	0.8969689235091209	Criteria iv	Criteria ii	Criteria vi	0.8589402	0.9409385	True	0.5	0.9749431718817105
112	129	Beginning in 1516, Jews were restricted to living in the Venetian Ghetto	175	en	Criteria iii	Criteria iv	Criteria ii	0.3147228062152862	0.762352854013443	Criteria vi	Criteria iv	Criteria iii	0.40821987	0.85350233	False	0.5	0.7203563036846774
113	130	It was enclosed by guarded gates and no one was allowed to leave from sunset to dawn	175	en	Criteria iii	Criteria iv	Criteria i	0.3312826156616211	0.7526158690452576	Criteria vi	Criteria iii	Criteria iv	0.36919987	0.7286804	False	0.5	0.6906651892641257
114	131	However, Jews held successful positions in the city such as merchants, physicians, money lenders, and other trades	175	en	Criteria ii	Criteria iii	Criteria vi	0.4140981137752533	0.8516715615987778	Criteria iii	Criteria iv	Criteria vi	0.6955466	0.8945874	False	0.5	0.6664905688716352
115	132	Restrictions on daily Jewish life continued for more than 270 years, until Napoleon Bonaparte conquered the Venetian Republic in 1797	175	en	Criteria iii	Criteria vi	Criteria iv	0.4856578707695007	0.8311051428318024	Criteria iii	Criteria iv	Criteria vi	0.48377421	0.8521241	True	1.0	0.9842405827658189
116	133	He removed the gates and gave all residents the freedom to live where they chose	175	en	Criteria vi	Criteria iii	Criteria iv	0.365445464849472	0.8118759393692017	Criteria vi	Criteria iii	Criteria iv	0.49575812	0.8469801	True	1.0	0.9576609465249099
117	134	In the 19th century, civil engineers built a street named Strada Nuova through Cannaregio, and a railway bridge and road bridge were constructed to connect Venice directly to Mestre	175	en	Criteria ii	Criteria iv	Criteria i	0.5714459419250488	0.9154504016041756	Criteria ii	Criteria iv	Criteria i	0.84408104	0.95073044	True	1.0	0.938546775774051
118	135	Today, the areas of the district along the Grand Canal from the train station to the Rialto Bridge are packed with tourists, but the rest of Cannaregio is residential and relatively peaceful, with morning markets, neighbourhood shops, and small cafés	175	en	Criteria v	Criteria iv	Criteria iii	0.5417222380638123	0.9384411126375198	Criteria iv	Criteria v	Criteria vi	0.47163543	0.7907461	False	0.5	0.7750092950960279
119	136	Möllevångstorget Market Square in Möllevången, a district of Malmö the capital of Scania, in Øresund, Sweden	181	en	Criteria iv	Criteria iii	Criteria vi	0.3126064836978912	0.6973753422498703	Criteria iv	Criteria vi	Criteria iii	0.6493443	0.82525235	True	1.0	0.8136486568810278
120	137	The market square Möllevångstorget and the surrounding former working-class district Möllevången in Malmö is nowadays probably the most prominent example of Malmö’s multicultural charm	181	en	Criteria iv	Criteria ii	Criteria iii	0.6412575840950012	0.830748662352562	Criteria iv	Criteria ii	Criteria v	0.49718148	0.9182864	True	0.5	0.907830630530964
121	138	A colourful fruit and vegetable market is held on the Möllevångstorget every day	181	en	Criteria iii	Criteria i	Criteria vi	0.2594261765480041	0.6557465642690659	Criteria vii	Criteria x	Criteria iii	0.2686879	0.52759504	False	0.2	0.6092204692455316
122	139	In the surrounding house are smaller shops with a variety of goods from around the world	181	en	Criteria iv	Criteria ii	Criteria v	0.5933707356452942	0.8331348299980164	Criteria iv	Criteria ii	Criteria iii	0.5664162	0.9036858	True	0.5	0.9692808887456442
123	140	In the evening, a vibrant nightlife awakes – nowhere in Malmö is the concentration of exotic restaurants, pubs and bars higher than in the so-called district .Mölle.	181	en	Criteria iii	Criteria iv	Criteria x	0.2894592881202698	0.5804319381713867	Criteria iv	Criteria ii	Criteria iii	0.5054786	0.77576643	False	0.5	0.5981200445594305
124	141	Möllevången is sometimes even referred to as the Soho of Malmö	181	en	Criteria viii	Criteria vii	Criteria vi	0.4114575982093811	0.7569758892059326	Criteria i	Criteria iv	Criteria ii	0.47233573	0.8678542	False	0.0	0.15069477320874664
125	142	It has title of Bar Colleoni	182	en	Criteria iii	Criteria vi	Criteria iv	0.2938882410526275	0.6640515625476837	Criteria iii	Criteria vi	Criteria iv	0.44975185	0.73647654	True	1.0	0.9262366783884383
126	143	It has title of Gondolas by St Mark's Square / Piazza San Marco (1995, shot on 35mm film) | Venice, Italy	205	en	Criteria i	Criteria vi	Criteria iv	0.3565078675746918	0.7679939195513725	Criteria i	Criteria iv	Criteria vi	0.63095635	0.8105339	True	1.0	0.8460842248632063
127	144	Water reflections on the Grand Canal	213	en	Criteria vii	Criteria ix	Criteria viii	0.3679972887039184	0.860760360956192	Criteria i	Criteria vii	Criteria vi	0.2534019	0.60455453	False	0.2	0.47595029135209516
128	145	Giudecca one of the six sestieri of Venice in Veneto, Italy	231	en	Criteria vi	Criteria ii	Criteria iii	0.3648978471755981	0.7443926185369492	Criteria iii	Criteria vi	Criteria iv	0.43556097	0.86725175	False	0.5	0.8436606448129106
129	146	Giudecca was known in ancient times as the Spinalunga (meaning .Long Thorn.)	231	en	Criteria vi	Criteria iii	Criteria iv	0.4134921133518219	0.7826505154371262	Criteria iii	Criteria v	Criteria iv	0.86588866	0.9371995	False	0.5	0.49488903463560896
130	147	The name Giudecca may represent a corruption of the Latin Judaica/Judaean and so may be translated as .the Jewry.: several towns in Southern Italy and Sicily have Jewish quarters named Giudecca or Judeca	231	en	Criteria iii	Criteria vi	Criteria iv	0.4000450670719147	0.8106175810098648	Criteria iii	Criteria vi	Criteria iv	0.49742648	0.88335997	True	1.0	0.9305684472057628
131	148	However, the original Venetian Ghetto was in Cannaregio, in the north of the city, and there is no evidence, but for the name, of Jews ever having lived in Giudecca	231	en	Criteria iii	Criteria ii	Criteria iv	0.3284327387809753	0.8105887621641159	Criteria iii	Criteria iv	Criteria vi	0.40339726	0.79203963	True	0.5	0.9369287320298946
132	149	Furthermore, the term .Giudecca	231	en	Criteria iii	Criteria x	Criteria iv	0.225546658039093	0.4791882932186126	Criteria iv	Criteria iii	Criteria vi	0.40091205	0.81103706	False	0.5	0.712783781651105
133	150	was not used to denote the Jewish quarters of towns in northern Italy	231	en	Criteria ii	Criteria iii	Criteria vi	0.3355920314788818	0.7856118828058243	Criteria iv	Criteria ii	Criteria iii	0.64575374	0.8762081	False	0.5	0.5443761942875865
134	151	Giudecca was historically an area of large palaces with gardens, the island became an industrial area in the early 20th century with shipyards and factories, in addition to a film studio	231	en	Criteria iv	Criteria iii	Criteria ii	0.5090836882591248	0.8475868850946426	Criteria iv	Criteria v	Criteria ii	0.8231468	0.91590667	True	0.5	0.9250167229939878
135	152	Much of the industry went into decline after World War II, but it is now once more regarded as a quiet residential area of largely working-class housing with some chic apartments and exclusive houses	231	en	Criteria v	Criteria iv	Criteria iii	0.5795477032661438	0.9187935963273048	Criteria iv	Criteria v	Criteria ii	0.6623851	0.87503195	False	0.5	0.5702064108355677
136	153	It is known for its long dock and its churches, including the Palladio-designed Il Redentore	231	en	Criteria iv	Criteria ii	Criteria iii	0.5795297026634216	0.8444573804736137	Criteria i	Criteria iv	Criteria ii	0.48523486	0.8506318	False	0.5	0.6375317225469032
137	154	The island was the home of a huge flour mill, the Molino Stucky, which has been converted into a luxury hotel and apartment complex	231	en	Criteria iii	Criteria iv	Criteria vi	0.3854550719261169	0.7841119468212128	Criteria iv	Criteria v	Criteria iii	0.852744	0.9258138	False	0.5	0.6159459801267959
138	155	At the other end of Giudecca is the famous five-star Cipriani hotel with large private gardens and salt-water pool	231	en	Criteria iv	Criteria i	Criteria ii	0.3785187304019928	0.7683072611689568	Criteria i	Criteria vii	Criteria x	0.48336086	0.7933867	False	0.2	0.6088691664921575
139	156	How many times has this framing of the Ri alto been and are still taken in photography	233	en	Criteria vi	Criteria iii	Criteria iv	0.4930060803890228	0.8969187289476395	Criteria i	Criteria ii	Criteria iv	0.5426558	0.8998575	False	0.2	0.16094995404816856
140	157	I found many, but with subtle differences for the stereos of those years	233	en	Criteria ii	Criteria iii	Criteria vi	0.3863493502140045	0.7323985919356346	Criteria iv	Criteria iii	Criteria ii	0.492832	0.8150043	False	0.5	0.595982101435075
141	158	It is still the more or less defined association between Henri Plaut and Alexandre Bertrand, in 1865	233	en	Criteria ix	Criteria x	Criteria iii	0.2446562200784683	0.572576992213726	Criteria vi	Criteria iv	Criteria ii	0.66257215	0.9139723	False	0.0	0.2727663613642523
142	159	(see comments on their panorama of Cadiz) If some questions have been raised I think rise, as for Cadiz the images have been retouched	233	en	Criteria iii	Criteria i	Criteria ii	0.3307966589927673	0.6465582549571991	Criteria ii	Criteria i	Criteria iv	0.54990435	0.8933425	False	0.5	0.561792767117584
143	160	I deliberately left the unfortunate alterations on the left center of the opening of the Ri alto	233	en	Criteria i	Criteria ii	Criteria vi	0.3648344278335571	0.8021882325410843	Criteria i	Criteria ii	Criteria iv	0.82215416	0.92359996	True	0.5	0.7921173916441893
144	161	Retouched and trimmed	233	en	Criteria iii	Criteria vi	Criteria iv	0.5187245607376099	0.8269528746604919	Criteria iv	Criteria ii	Criteria i	0.5232719	0.8999065	False	0.2	0.34279986639994803
145	162	(as well as the roofs of the houses on the left) They used at least for this series the same tools to put back in the right direction the negatives before insolation of the positives	233	en	Criteria iv	Criteria ii	Criteria iii	0.3549889326095581	0.6918854117393494	Criteria iv	Criteria i	Criteria iii	0.5365917	0.8394756	True	0.5	0.9392611115125328
146	163	The visible separation bar (which should not be	233	en	Criteria vii	Criteria viii	Criteria x	0.424493670463562	0.8742233999073505	Criteria iv	Criteria i	Criteria vi	0.4331892	0.77116406	False	0.0	0.0854856153058864
147	164	) is always identical	233	en	Criteria iii	Criteria vi	Criteria iv	0.3997401595115661	0.6986351534724236	Criteria iv	Criteria i	Criteria iii	0.30405587	0.71249074	False	0.5	0.5841915165400738
148	165	This makes the hyper-stereo a signature	233	en	Criteria x	Criteria ix	Criteria viii	0.3322462439537048	0.8131629973649979	Criteria vii	Criteria vi	Criteria iv	0.23524956	0.5227419	False	0.0	0.5096568499066723
149	166	Good photographers, but for one of them a lousy lab tech	233	en	Criteria x	Criteria vii	Criteria iii	0.240469828248024	0.6096906512975693	Criteria iv	Criteria iii	Criteria ii	0.3827834	0.7134575	False	0.2	0.4704465240587451
150	167	I hesitated, but it would have been a shame to deprive myself of this particularly powerful stereography, a bit of today’s rendering with a Fuji réal 3 D, but it’s 1865	233	en	Criteria iii	Criteria vi	Criteria iv	0.5150527358055115	0.8323845416307449	Criteria i	Criteria iii	Criteria vi	0.50751334	0.70441824	False	0.5	0.34998674637949706
151	168	One of the sails on the second gondola to slide and the long exposure time gives the water this vaporous side in opposition to the sharpness of the whole picture	233	en	Criteria vii	Criteria viii	Criteria x	0.1927904486656189	0.4653618335723877	Criteria vii	Criteria i	Criteria viii	0.690058	0.8432457	True	0.5	0.6725583019188873
152	169	In view of the dust (of origin.) and other defects, I only dusted the whole	233	en	Criteria ii	Criteria iii	Criteria vi	0.2211902439594268	0.6239892542362213	Criteria i	Criteria viii	Criteria iv	0.54237765	0.71467435	False	0.0	0.3433758067508852
153	170	The difference between dust removal and  restored  is only in the process	233	en	Criteria viii	Criteria x	Criteria vii	0.2482570856809616	0.7402738481760025	Criteria iv	Criteria ii	Criteria i	0.41225386	0.8306026	False	0.0	0.07433245757367571
154	171	For a «dust removal» I work on the image at max 150% magnification, for the other 300%, has this size nothing can normally escape you..	233	en	Criteria ii	Criteria iv	Criteria vi	0.2690953612327575	0.5982267558574677	Criteria i	Criteria iv	Criteria ii	0.5489717	0.7772134	False	0.5	0.6233478356993231
155	172	Generally speaking my wish would be to be able to view the enlarged image, as a document	233	en	Criteria iii	Criteria vi	Criteria ii	0.2729926705360412	0.6189442723989487	Criteria i	Criteria ii	Criteria iv	0.49453562	0.8737558	False	0.2	0.5802569207738321
156	173	But eyelashes, hairs or treacherous dust can and surely must have already passed through the visual antiparasitic net..	233	en	Criteria iii	Criteria vi	Criteria ii	0.2072870582342147	0.5080088675022125	Criteria vii	Criteria ix	Criteria x	0.4196698	0.69890183	False	0.0	0.503960363181878
157	174	That’s my limit: I’m human	233	en	Criteria vi	Criteria iii	Criteria i	0.4697897434234619	0.8030011877417564	Criteria iii	Criteria vii	Criteria vi	0.1872971	0.50312287	False	0.5	0.713894653701253
158	175	It has tags of stereophotography, stereophotos, stereoview, stereo, stererocard, stereograph, stereoscopic, stereography, stereoscopique, anaglyph, peppinanaglyphes, venise, bertrand, rialto	233	en	Criteria iii	Criteria iv	Criteria vi	0.534726083278656	0.7722414806485176	Criteria vi	Criteria iii	Criteria iv	0.29587224	0.66795945	False	1.0	0.7642159669530533
159	176	It has tags of byerwin, c, blackandwhite, camerabody, film, fomapan, meta, c, venedig, provinzvenedig, italien	247	en	Criteria iii	Criteria iv	Criteria ii	0.6438487768173218	0.8654900267720222	Criteria ii	Criteria iv	Criteria iii	0.5240784	0.8422504	False	1.0	0.33755917182289835
160	177	It has tags of byerwin, venedig, provinzvenedig, italien, ber, barca, acqua, water, reflection, riflessione, riflesso, reflektion	279	en	Criteria iii	Criteria vi	Criteria iv	0.5160391330718994	0.8110767006874084	Criteria ii	Criteria iv	Criteria vi	0.47414616	0.8957207	False	0.5	0.2929401512937685
