	index	sentence	origin	lang	max_1_col_ulmfit	max_2_col_ulmfit	max_3_col_ulmfit	max_1_ulmfit	max_3_ulmfit	max_1_col_bert	max_2_col_bert	max_3_col_bert	max_1_bert	max_3_bert	same_1	same_3	cosine_sim
100	107	It has tags of china, classicalgardens, garden, jiangsu, lingering, li, suzhou, unescoworldheritage, peoplesrepublicofchina	713	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria vi	Criteria i	Criteria ii	0.24133356	0.6519393	False	0.5	0.581959971165922
101	108	It has tags of china, classicalgardens, garden, jiangsu, lingering, li, suzhou, unescoworldheritage, peoplesrepublicofchina	714	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria vi	Criteria i	Criteria ii	0.24133356	0.6519393	False	0.5	0.581959971165922
102	109	It has tags of china, classicalgardens, garden, jiangsu, lingering, li, suzhou, unescoworldheritage, peoplesrepublicofchina	715	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria vi	Criteria i	Criteria ii	0.24133356	0.6519393	False	0.5	0.581959971165922
103	110	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	716	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
104	111	It has tags of china, garden, jiangsu, keyuan, suzhou, peoplesrepublicofchina	717	en	Criteria iii	Criteria vi	Criteria ii	0.519819438457489	0.8668052926659584	Criteria x	Criteria iii	Criteria ii	0.3130429	0.60568225	False	0.5	0.5380690117897141
105	112	It has tags of china, garden, humbleadministratorgarden, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	718	en	Criteria iii	Criteria vi	Criteria ii	0.4925639927387237	0.8705505728721619	Criteria vi	Criteria i	Criteria ii	0.26067886	0.67971617	False	0.5	0.5815754218281433
106	113	It has tags of china, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	719	en	Criteria iii	Criteria vi	Criteria ii	0.4314538538455963	0.8816587775945663	Criteria ii	Criteria vi	Criteria iv	0.33714616	0.7728408	False	0.5	0.6684041187866915
107	114	It has tags of china, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	720	en	Criteria iii	Criteria vi	Criteria ii	0.4314538538455963	0.8816587775945663	Criteria ii	Criteria vi	Criteria iv	0.33714616	0.7728408	False	0.5	0.6684041187866915
108	115	It has tags of china, garden, humbleadministratorgarden, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	721	en	Criteria iii	Criteria vi	Criteria ii	0.4925639927387237	0.8705505728721619	Criteria vi	Criteria i	Criteria ii	0.26067886	0.67971617	False	0.5	0.5815754218281433
109	116	It has tags of china, garden, humbleadministratorgarden, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	722	en	Criteria iii	Criteria vi	Criteria ii	0.4925639927387237	0.8705505728721619	Criteria vi	Criteria i	Criteria ii	0.26067886	0.67971617	False	0.5	0.5815754218281433
110	117	It has tags of china, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	723	en	Criteria iii	Criteria vi	Criteria ii	0.4314538538455963	0.8816587775945663	Criteria ii	Criteria vi	Criteria iv	0.33714616	0.7728408	False	0.5	0.6684041187866915
111	118	It has tags of china, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	724	en	Criteria iii	Criteria vi	Criteria ii	0.4314538538455963	0.8816587775945663	Criteria ii	Criteria vi	Criteria iv	0.33714616	0.7728408	False	0.5	0.6684041187866915
112	119	It has tags of china, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	725	en	Criteria iii	Criteria vi	Criteria ii	0.4314538538455963	0.8816587775945663	Criteria ii	Criteria vi	Criteria iv	0.33714616	0.7728408	False	0.5	0.6684041187866915
113	120	It has tags of china, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	726	en	Criteria iii	Criteria vi	Criteria ii	0.4314538538455963	0.8816587775945663	Criteria ii	Criteria vi	Criteria iv	0.33714616	0.7728408	False	0.5	0.6684041187866915
114	121	It has tags of china, jiangsu, museum, suzhou, unescoworldheritage, suzhoushi, jiangsusheng	727	en	Criteria iii	Criteria vi	Criteria ii	0.4314538538455963	0.8816587775945663	Criteria ii	Criteria vi	Criteria iv	0.33714616	0.7728408	False	0.5	0.6684041187866915
115	122	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	728	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
116	123	It has tags of china, classicalgardens, garden, jiangsu, liongrove, sh, suzhou, unescoworldheritage, peoplesrepublicofchina	729	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria i	Criteria vi	Criteria ii	0.52476686	0.78463465	False	0.5	0.2496101919833223
117	124	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	730	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
118	125	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	731	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
119	126	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	732	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
120	127	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	733	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
121	128	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	734	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
122	129	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	735	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
123	130	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	736	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
124	131	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	737	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
125	132	It has tags of canglang, china, classicalgardens, c, garden, greatwave, jiangsu, pavilion, suzhou, unescoworldheritage, peoplesrepublicofchina	738	en	Criteria iii	Criteria vi	Criteria ii	0.5386086106300354	0.802742213010788	Criteria i	Criteria ii	Criteria iv	0.7187375	0.8746501	False	0.2	0.12159687051844541
126	133	It has tags of china, classicalgardens, garden, jiangsu, lingering, li, suzhou, unescoworldheritage, peoplesrepublicofchina	754	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria vi	Criteria i	Criteria ii	0.24133356	0.6519393	False	0.5	0.581959971165922
127	134	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	755	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
128	135	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	756	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
129	136	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	757	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
130	137	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	758	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
131	138	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	759	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
132	139	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	760	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
133	140	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	762	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
134	141	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	763	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
135	142	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	764	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
136	143	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	765	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
137	144	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	766	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
138	145	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	767	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
139	146	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	768	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
140	147	It has tags of china, jiangsu, pingjiang, suzhou, peoplesrepublicofchina	770	en	Criteria iii	Criteria ii	Criteria vi	0.4677950739860534	0.8815493136644363	Criteria x	Criteria iii	Criteria ii	0.31242266	0.6269998	False	0.5	0.6105524826077935
141	148	It has tags of china, classicalgardens, garden, jiangsu, liongrove, sh, suzhou, unescoworldheritage, peoplesrepublicofchina	771	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria i	Criteria vi	Criteria ii	0.52476686	0.78463465	False	0.5	0.2496101919833223
142	149	It has tags of china, classicalgardens, garden, jiangsu, liongrove, sh, suzhou, unescoworldheritage, peoplesrepublicofchina	772	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria i	Criteria vi	Criteria ii	0.52476686	0.78463465	False	0.5	0.2496101919833223
143	150	It has tags of china, classicalgardens, garden, jiangsu, liongrove, sh, suzhou, unescoworldheritage, peoplesrepublicofchina	773	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria i	Criteria vi	Criteria ii	0.52476686	0.78463465	False	0.5	0.2496101919833223
144	151	It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	774	en	Criteria iii	Criteria ii	Criteria vi	0.4143290519714355	0.8419225960969925	Criteria vi	Criteria iii	Criteria ii	0.3908673	0.76024973	False	1.0	0.8470210390991836
145	152	It has tags of china, jiangsu, north, pagoda, suzhou, temple, peoplesrepublicofchina	775	en	Criteria iii	Criteria ii	Criteria vi	0.4143290519714355	0.8419225960969925	Criteria vi	Criteria iii	Criteria ii	0.3908673	0.76024973	False	1.0	0.8470210390991836
146	153	It has tags of china, jiangsu, pingjiang, suzhou, peoplesrepublicofchina	776	en	Criteria iii	Criteria ii	Criteria vi	0.4677950739860534	0.8815493136644363	Criteria x	Criteria iii	Criteria ii	0.31242266	0.6269998	False	0.5	0.6105524826077935
147	154	It has tags of china, garden, jiangsu, keyuan, suzhou, peoplesrepublicofchina	779	en	Criteria iii	Criteria vi	Criteria ii	0.519819438457489	0.8668052926659584	Criteria x	Criteria iii	Criteria ii	0.3130429	0.60568225	False	0.5	0.5380690117897141
148	155	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	781	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
149	156	It has tags of china, classicalgardens, garden, jiangsu, lingering, li, suzhou, unescoworldheritage, peoplesrepublicofchina	783	en	Criteria iii	Criteria vi	Criteria ii	0.50572669506073	0.8781182169914246	Criteria vi	Criteria i	Criteria ii	0.24133356	0.6519393	False	0.5	0.581959971165922
150	157	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	784	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
151	158	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	785	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
152	159	It has tags of china, classicalgardens, couple, garden, jiangsu, retreat, suzhou, unescoworldheritage, peoplesrepublicofchina	786	en	Criteria iii	Criteria vi	Criteria ii	0.4804116487503052	0.8620081096887589	Criteria i	Criteria vi	Criteria iv	0.34140137	0.69797367	False	0.2	0.4500698796661544
153	160	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	787	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
154	161	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	788	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
155	162	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	789	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
156	163	It has tags of administrator, china, classicalgardens, garden, humble, jiangsu, suzhou, unescoworldheritage, zhu, suzhoushi, jiangsusheng	790	en	Criteria iii	Criteria vi	Criteria ii	0.4583297669887543	0.8369140923023224	Criteria i	Criteria iv	Criteria vi	0.2931958	0.7248025	False	0.2	0.49684255135526423
